Leto,Datum,Napis na kaseti,ostalo,Oseba,skatla
2008,17. 4 2008,"UI: Naravno in strojno učenje, Inteligenca in zavest",,Dr. Igor Kononenko,09_Sheet7
2008,17. 4. 2008,"UI: Naravno in strojno učenje, Inteligenca in zavest",,Dr. Igor Kononenko,09_Sheet7
2008,3.4.2008,CIKEL UI (ŠAM) RAČUNALNIŠKI ŠAH IN INTELIGENCA,,Dr. A. Sadikov,09_Sheet7
2008,6.3.2008,CIKEL AI KJE SI? KDO SI? KAJ DELAŠ? BIOMETRIČNI SISTEM ZA PREPOZNAVANJE IN KATEGORIZACIJO OBRAZOV 1/2 60min,,Borut Batagelj,09_Sheet7
2008,6.3.2008,CIKEL AI KJE SI? KDO SI? KAJ DELAŠ? BIOMETRIČNI SISTEM ZA PREPOZNAVANJE IN KATEGORIZACIJO OBRAZOV 2/2 20min,,Borut Batagelj,09_Sheet7
2008,26. 3. 2008,REARTIKULACIJA 2/2,,,09_Sheet7
2008,21. 5. 2008,SU START-UP NIGHT #2 1/2,,,09_Sheet7
2008,21. 5. 2008,SU START-UP NIGHT #2 2/2,,,09_Sheet7
2008,29. 5. 2008,UI Kognitivne predstavitve v rač. vidu 1/2,,mag. Matjaž Jogan,09_Sheet7
2008,29. 5. 2008,UI Kognitivne predstavitve v rač. vidu 2/2,,mag. Matjaž Jogan,09_Sheet7
2008,13. 3. 2008,CAFE BABE 2/4,,,09_Sheet7
2008,15. 5. 2008,UI KAKO SE NALJUČNIH ŠT. LAHKO NAUČIMO 2/2,,doc. dr. Marko Robnik-Šikonja,09_Sheet7
2008,22.4.2008,SU The internet is almost full (Mozila + M Markonič) 1/2,,,11_MOMOSLO_SU
2008,26.11.2008,"SU: Internetno državljanstvo - novo novinarstvo? Simon Ručigaj, Jani Sever, Gregor Fras, Lenart J. Kučič, Domen Savič (2. del) 27. min",,,11_MOMOSLO_SU
2008,26.11.2008,"SU: Internetno državljanstvo - novo novinarstvo? Simon Ručigaj, Jani Sever, Gregor Fras, Lenart J. Kučič, Domen Savič (1. del) 60. min",,,11_MOMOSLO_SU
2008,17.12.2009,"SU: Tomaž Štolfa Razvoj večkanalnih spletnih aplikacij - web, mobile 3G video, IPTV 50 min",,Tomaž Štolfa,11_MOMOSLO_SU
2008,22.4.2008,SU The internet is almost full (Mozila + M Markonič) 2/2,,,11_MOMOSLO_SU
2008,2.12.2008,POT Hladna vojna in bitka za infromacijsko tehnologijo Janez Škrubej 1/2 min,,Janez Škrubej,11_MOMOSLO_SU
2008,2.12.2008,POT Hladna vojna in bitka za infromacijsko tehnologijo Janez Škrubej 2/2,,Janez Škrubej,11_MOMOSLO_SU
2008,18.11.2008,POT Mitar Milutinovič - Wi-fi točka in sončne celite 60 min 1/2,,,11_MOMOSLO_SU
2008,29.1.2008,POT Optimizacija Myskl-a (Uroš Okorn) 2/2,,Uroš Okorn,11_MOMOSLO_SU
2008,29.1.2008,POT Optimizacija Myskl-a (Uroš Okorn) 1/2,,Uroš Oko,11_MOMOSLO_SU
2008,,"Izven, Transmediale 08, do 25 min, kaseta 1",,,13_Predstavitev pipe
2008,11.2.08,Samo Gosarič; Avtobiografija diskografija,,Samo Gosarič,13_Predstavitev pipe
2008,11.2.2008,"ERROR Avtobiografija Diskografija, XL1, 1/2",,,13_Predstavitev pipe
2008,6.2.2008,"SU: Virtualizacija v teoriji in praksi (Jure Pečar, RHCE) 40 min GRAB",,,15_SU
2008,23.1.2008,"SU: Javascript objekti (Marko Samastur), 1/2",,Marko Samastur,15_SU
2008,23.1.2008,"SU: Javascript objekti (Marko Samastur), 2/2",,Marko Samastur,15_SU
2008,30.1.2008,"SU: Pomembna vloga frontenda, 2. del (Matjaž Korošec)",,Matjaž Korošec,15_SU
2008,7.5.2008,"SU: O'Riley web 2.0 EXPO, Jure Čuhalev, 1/1",,Jure Čuhalev,15_SU
2008,5.3.2008,"SU: Javacript Event, Marko Samastur, 2/2",,Marko Samastur,15_SU
2008,5.3.2008,"SU: Javacript Event, Marko Samastur, 1/2",,Marko Samastur,15_SU
2008,27.2.2008,"SU: Seam 2.0, Tomaž Cerar, 45 min, GRAB",,Tomaž Cerar,15_SU
2008,9.1.2008,"SU: Mene ima pa Google rad (Mitja Mavsar, David Strehar)",,"Mitja Mavsar, David Strehar",15_SU
2008,9.1.2008,"SU: Mene ima pa Google rad (Mitja Mavsar, David Strehar), 2",,"Mitja Mavsar, David Strehar",15_SU
2008,13.12.2008,"SU: Denis Arh, Lahki spletni strežnik ali s čim nadomestiti okornega indijanca, KAS 1, 37 min",,Denis Arih,15_SU
2008,16.1.2008,"SU: Meta programiranje v Ruby-ju (David Krmpotič), 1/2",,David Krmpotič,15_SU
2008,16.1.2008,"SU: Meta programiranje v Ruby-ju (David Krmpotič), 2/2",,David Krmpotič,15_SU
2009,14.5.2009,"VIP: Tea Petrin, 1/2, 60 min",,Tea Petrin,01_VIP
2009,14.5.2009,"VIP: Tea Petrin, 2/2, 10 min",,Tea Petrin,01_VIP
2009,15.1.2009,"VIP Jugoslav Petkovič, Mimovrste, 1/2",,Jugoslav Petkovič,01_VIP
2009,15.1.2009,"VIP Jugoslav Petkovič, Mimovrste, 2/2, 5 min",,Jugoslav Petkovič,01_VIP
2009,12.3.2009,"VIP Inovativnost in poročanje - Violeta Bulc, Peter Frankl, Andraž Tori, 1. del, 60 min",,"Violeta Bulc, Peter Frankl, Andraž Tori",01_VIP
2009,12.3.2009,"VIP Inovativnost in poročanje - V. Bulc, P. Frankl, A. Tori, 2. del, 15 min",,"Violeta Bulc, Peter Frankl, Andraž Tori",01_VIP
2009,12.11.2009,Branko Hoz - Lenis d.o.o. VIP SE4,,Branko Hoz,03_DNR
2009,12.11.2009,Branko Hoz - Lenis d.o.o. VIP SE4,,Branko Hoz,03_DNR
2009,12.02.2009,Janez Škrabec 1/2,,Janez Škrabec,03_DNR
2009,12.02.2009,Janez Škrabec 2/2,,Janez Škrabec,03_DNR
2009,10.12.2009,Catbriyur Katja & Jue Bricuman?? Kaseta 2,,Katja & Jue Bricuman??,03_DNR
2009,10.12.2009,Catbriyur Katja & Jue Bricuman?? Kaseta 2,,Katja & Jue Bricuman??,03_DNR
2009,09.04.2009,VIP: Igor Akrapovič??,,Igor Akrapovič??,03_DNR
2009,22. 1. 2009,Cafe Babe jboss application server 5 je končno zagledal luč sveta! 60 min 1/2,,Aleš Justin,08_SU 2007-08
2009,22. 1. 2009,Cafe Babe jboss application server 5 je končno zagledal luč sveta! 10 min 2/2,,Aleš Justin,08_SU 2007-08
2009,27. 1. 2009,POT KDE 4. 2. release party 50M 2/2,,"Andraž Sraka, Jaka F. Žorž",08_SU 2007-08
2009,27. 2. 2009,Kiperpira lanparty -nexuiz -frets on five -racer,,,08_SU 2007-08
2009,19. 2. 2009,"Cafe Babe Lov na MC in 0,999 1/1 60 min",,Samo Log,08_SU 2007-08
2009,28. 11. 2009,WEBCAMP P3 WCLJ Andraž Sraka - IPV6 Luka NApotnik - WEBKIT,,"Andraž Sraka, Luka Napotnik",09_Sheet7
2009,28. 11. 2009,WEBCAMP P3,,"Janko Metelko, Judita Traiber",09_Sheet7
2009,28. 11. 2009,WEBCAMP P3 S1&2 WCLJ,,"Matija Jekovec, Jan Zajec",09_Sheet7
2009,28. 11. 2009,WEBCAMP P3 S1&2 WCLJ razvijalec.si,,Anže Žnidaršič,09_Sheet7
2009,28. 2. 2009,DELOVNI DAN SCATCH GAG 1,,,09_Sheet7
2009,12.9.2009,Tuning 11:30 -> 12:15 OPEN OFICE AROUND THE WORLD,,Charles M. Schulg,09_Sheet7
2009,15.6.2009,"MOMOSLO - Mobile video A. Smokvina, J. Kocjančič, M. Morohnić, B. King 2/3 60 min",,Aleš Smokvina,11_MOMOSLO_SU
2009,15.6.2009,"MOMOSLO - Mobile video A. Smokvina, J. Kocjančič, M. Morohnić, B. King 1/3 60 min",,J. Kocjančič,11_MOMOSLO_SU
2009,15.6.2009,"MOMOSLO - Mobile video A. Smokvina, J. Kocjančič, M. Morohnić, B. King 1/3 60 min",,M. Morohnić,11_MOMOSLO_SU
2009,11.5.2009,"MOMO Pilot Andraž Logar, Tadej Gregorčič 2/2",,Andraž Logar,11_MOMOSLO_SU
2009,11.5.2009,"MOMO Pilot Andraž Logar, Tadej Gregorčič 1/2",,Tadej Gregorčič,11_MOMOSLO_SU
2009,18.6.2009,"JavaOne po JavaOne Aleš Justin, Tomaž Cerar CAFEbabe",,"Aleš Jutin, Tomaž Cerar",11_MOMOSLO_SU
2009,16.4.2009,CAFE BABE Digitalne pogodbe in elektronski podpis Luka Godnič 1/1 50 min,,Luka Godnič,11_MOMOSLO_SU
2009,19.3.2009,"Cafe Babe Rod Petrovič Pomlad, ljubezen, Java, Rubi 40 min",,Rod Petrovič,11_MOMOSLO_SU
2009,21.5.2009,CAFE BABE Nenad Živković GROOVY & GRAILS 1/1 60 min,,Nenad Živković,11_MOMOSLO_SU
2009,11.6.2009,ERROR Luka Prinčič CROSS/HIBRID 1/1 60 min,,Luka Prinčič,11_MOMOSLO_SU
2009,28.5.2009,ERROR Luka Prinčič CROSS/HIBRID 1/1 62 min,,Luka Prinčič,11_MOMOSLO_SU
2009,26.3.2009,ERROR Luka Prinčič CROSS/HIBRID 60 min,,Luka Prinčič,11_MOMOSLO_SU
2009,23.4.2009,ERROR Luka Prinčič CROSS / HIBRID 2 1/1 50 min - Kaseta je fuč,,Luka Prinčič,11_MOMOSLO_SU
2009,27.5.2009,Mikrobloganje v volilni kampanji EU 09 (Vuk Čosić) SU,,Vuk Čosić,11_MOMOSLO_SU
2009,15.4.2009,SU IE8 an important part of the Microsoft platform (Mario Brian) 1/2,,Mario Brian,11_MOMOSLO_SU
2009,8.3.2009,SU Imaš mnenje? Povej ga 2/2 7 min,,,11_MOMOSLO_SU
2009,8.3.2009,SU Imaš mnenje? Povej ga 1/2 60 min,,,11_MOMOSLO_SU
2009,25.3.2009,SU Mix09 in SXSW09 Jure Čuhalev,,Jure Čuhalev,11_MOMOSLO_SU
2009,25.2.2009,SU Je vaše spletno mesto podatkovna baza ali samo kup črk? (Marko Mrdjenovič),,Marko Mrdjenovič,11_MOMOSLO_SU
2009,11.3.2009,SU Google App Engine (Sebastjan Trepča) 40 min,,Sebastjan Trepča,11_MOMOSLO_SU
2009,18.3.2009,Oblikovanje spleta onkraj pleskaja fasade (Natan Nikolič),,Natan Nikolič,11_MOMOSLO_SU
2009,4.3.2009,WATIR (Željko Filipin),,Željko Filipin,11_MOMOSLO_SU
2009,18.2.2009,"SU M. Korošec, S. T. Suhadolc Poročilo s konference Web directions North 1/2 60 min",,,11_MOMOSLO_SU
2009,18.2.2009,"SU M. Korošec, S. T. Suhadolc Poročilo s konference Web directions North 2/2 10 min",,,11_MOMOSLO_SU
2009,27.10.2009,SU: Close Your Browser - Finding Inspiration in the offline world Elliot Jay Stocks 53 min,,Elliot Jay Stocks,11_MOMOSLO_SU
2009,4.2.2009,SU: Mislav Marohnić Primerjava Javascript knjižnic 62 min,,,11_MOMOSLO_SU
2009,15.4.2009,SU IE8 an important part of the Microsoft platform (Mario Brian) 2/2 40 min,,Mario Brian,11_MOMOSLO_SU
2009,6.5.2009,SU API zgodbe (Jaka železnikar),,Jaka Železnikar,11_MOMOSLO_SU
2009,31.3.2009,Kako zlomiti konkurenco in odnesti celo kožo Boris Horvat 2/2,,Boris Horvat,11_MOMOSLO_SU
2009,5.5.2009,POT Ubuntu release party Luka Napotnik min,,Luka Napotnik,11_MOMOSLO_SU
2009,21.4.2009,POR Kako razviti zelo zahteven IS brez vrstice kode? Štefan Fulran 1/ min,,Štefan Furlan,11_MOMOSLO_SU
2009,10.3.2009,POT MYCPU Dennis Kuschel 2/ 2 min,,Dennis Kuschnel,11_MOMOSLO_SU
2009,7.4.2009,POT Ali bo prehod internet. omrežja na IPV6 enostaven? Jan Žorž 40 min,,Jan Žorž,11_MOMOSLO_SU
2009,7.4.2009,POT Ali bo prehod internet. omrežja na IPV6 enostaven? Jan Žorž 60 min,,Jan Žorž,11_MOMOSLO_SU
2009,14.4.2009,POT Extremeos 50 min 1/1,,,11_MOMOSLO_SU
2009,31.3.2009,Kako zlomiti konkurenco in odnesti celo kožo Boris Horvat 1/2,,Boris Horvat,11_MOMOSLO_SU
2009,24.3.2009,POT There is no spoon - hekerski pogled na potencialno tarčo Matej Kovačič Gorazd Žagar 30 min,,,11_MOMOSLO_SU
2009,24.3.2009,POT There is no spoon - hekerski pogled na potencialno tarčo Matej Kovačič Gorazd Žagar 60 min,,,11_MOMOSLO_SU
2009,17.3.2009,POT Robot Pleo ali kako dinozavru zamenjati vrat T. Šlc 1/,,,11_MOMOSLO_SU
2009,10.3.2009,POT MYCPU Dennis Kuschel 1/2 60 min,,Dennis Kuschel,11_MOMOSLO_SU
2009,24.2.2009,POT Programski patenti: Varnost ali utvara (Andrej Mertelj) 2/2 15 min,,Andrej Mertelj,11_MOMOSLO_SU
2009,24.2.2009,POT Programski patenti: Varnost ali utvara (Andrej Mertelj) 1/2,,Andrej Mertelj,11_MOMOSLO_SU
2009,3.5.2009,POT Testiranje django spletnih aplikacij Urban Škodnik 1/1 45 min,,Urban Škodnik,11_MOMOSLO_SU
2009,17.2.2009,POT Kako zaje.. se hardware startup? Luka Birsa 50 min 1/1,,,11_MOMOSLO_SU
2009,10.2.2009,POT Hacking&headtracking Domen Grabec min 1/,,,11_MOMOSLO_SU
2009,27.1.2009,POT KDE 4.2 release party Andrej Vrenkar Jure Repinc 60 min 1/2,,,11_MOMOSLO_SU
2009,27.1.2009,POT KDE 4.2. A. Sraka TELE 50 min 2/2,,Andraž Sraka,11_MOMOSLO_SU
2009,20.1.2009,POT Odprti standardi in odprti formati Matija Šuklje 4 min 2/2,,Matija Šuklje,11_MOMOSLO_SU
2009,20.1.2009,POT Odprti standardi in odprti formati Matija Šuklje 60 min 1/2,,Matija Šuklje,11_MOMOSLO_SU
2009,13.1.2009,POT GAEA+ Luka Mulej Mariano Ceconski 50 min 1/1,,,11_MOMOSLO_SU
2009,6.1.2009,"Ba8camp, co-working in prihodnost izmenjave znanj 60 min 1/1",,,11_MOMOSLO_SU
2009,,"Delo na error projektih, delovna kaseta! 09",,,13_Predstavitev pipe
2009,14.1.2009,"SU: Igor Kolar: Zakaj bi vse počeli sami, e pa imamo Google Data APIje?, 51 min",,Igor Kolar,15_SU
2009,7.1.2009,"SU: Im' POSR, are you? Marko Mrdljenović, 57 min",,Marko Mrdljenovič,15_SU
2009,21.1.2009,"SU: ŽUPL - 3.0, Davorin Pavlica, Gregor Zaloznik, 50 min",,"Davorin Pavlica, Gregor Zalozni,15_SU",
2010,9.12.2010,Sandi Češko studio moderna,,Sandi Češko,03_DNR
2010,9.12.2010,Sandi Češko studio moderna,,Sandi Češko,03_DNR
2010,08.04.2010,"Simon Štranmcar??: Mladi podjetnik, ki je prepričal Mirka Tuša",,Simon Štramcar??,03_DNR
2010,08.04.2010,"Simon Štranmcar??: Mladi podjetnik, ki je prepričal Mirka Tuša",,Simon Štramcar??,03_DNR
2010,11.11.2010,Podjetništvo z drugega zornega kota: pogovor s skupino Siddharta kaseta 2,,,03_DNR
2010,11.03.2010,Tatjana Fink: Odločna liderka z občutkom za kreativnost in ljudi - Kaseta 2,,Tatjana Fink,03_DNR
2010,11.03.2010,Tatjana Fink: Odločna liderka z občutkom za kreativnost in ljudi - Kaseta 1,,Tatjana Fink,03_DNR
2010,11.02.2010,Ivo Boscarol - Nebo je njegova meja kaseta 2,,Ivo Boscarol,03_DNR
2010,14.01.2010,Milan & Marko Lukič Lumar Kaseta 2,,Milan & Marko Lukič,03_DNR
2010,14.01.2010,Milan & Marko Lukič Lumar Kaseta 1,,Milan & Marko Lukič,03_DNR
2010,13.05.2010,Raziskovalna skupina scentra za pedologijo in varstvo okolja biotehnične fakuletete UL - slovenski startup leta 2010,,,03_DNR
2010,11.02.2010,Ivo Boscarol - Nebo je njegova meja kaseta 1,,Ivo Boscarol,03_DNR
2010,15. 12. 10,Obrazi Japonske'' fotografska razstava in potopois potovanja 1,,,09_Sheet7
2010,27. 3. 2010,MOCAMP MOBILE OPERATORS VS. DEVNELOPERS PRED #3,,,09_Sheet7
2010,27. 3. 2010,MOCAMP PRED. #3,,,09_Sheet7
2010,15. 12. 2010,Obrazi Japonske'' fotografska razstava in potopois potovanja 2,,,09_Sheet7
2010,27. 3. 2010,"MOCAMP Mobile web hurdles & gotchas, Protect work mobile B wind. mobile &Sibrer light tech + case study PRED #3",,"Luka Kladarič, Tomislav Bronzin",09_Sheet7
2010,27. 3. 2010,MOCAMP ANDROIUD SCRIPTING ENVIORNMENT MOBILE MARKETING & THE RISE OF REAL... PRED #2 1/2,,"Nikola Plejič, Ivan Bakan",09_Sheet7
2010,14.12.2010,DIY multitouch,,Luka Čekovin/Čehovin,14_OOoCON 2007
2010,2.6.2010,Degutaeija Firefox 4,,"Seth. Bindernagel, Brian King, Alina Mierlus, Vito Smole",14_OOoCON 2007
2010,17.1.2010,MoMoSIO S03E03 Gaming&GraniFiction,,,14_OOoCON 2007
2011,13.01.2011,VIP s Tonetom Strnadom družba medis kaseta 2,,Tone Strnad,03_DNR
2011,12.05.2011,Vip z zmagovalcem start-up tekmovanja Klemen Španring in Rok Košir Diageromi d.o.o.,,Klemen Španring in Rok Košir,03_DNR
2011,14.04.2011,Vip z Vladimirjem Franceschim,,Vladimir Francesch,03_DNR
2011,13.01.2011,Vip s Tonetom Strnadom družba medis kaseta 1,,Tone Strnad,03_DNR
2011,10.03.2011,Vip večer s Petrom Florjančičem Kaseta 2,,Peter Florjančič,03_DNR
2011,10.03.2011,Vip večer s Petrom Florjančičem Kaseta 1,,Peter Florjančič,03_DNR
2011,10.02.2011,Mag. Aleš Lisac kaseta 2,,Mag. Aleš Lisac,03_DNR
2011,10.02.2011,Mag. Aleš Lisac kaseta 1,,Mag. Aleš Lisac,03_DNR
2011,13. 4. 2005,#172 SU Radio Kaos Kako smo delali Rdio KAOS in se ob tem celo 20.10.06,,Frank Barncat,09_Sheet7
2011,14. 9. 2011,SU #178 Silicijeva izkušnja,,Mitja Mavsar,09_Sheet7
2011,7.7. 2011,"DJANGO CAMP H2 1 Zvhalev: openio, 2 Markos: generic viens, 3 Kožar: Build up, 4 Hruške: local flavor 1/7 ",,,09_Sheet7
2011,1.2.2011,POT XLAB - OD SLIKE DO OBLIKE 1/1,,,09_Sheet7
2011,24. 5. 2011,POT Cafe Babe 3/9 Open Blend ekipa,,,09_Sheet7
2011,4.5.2011,SU #174 Oušl.me,,,09_Sheet7
2011,25. 1. 2011,Meritve in omejtive TV oglaševanja SU #163,,,09_Sheet7
2011,22. 5. 2011,"#176 SU / 173, Seedcamp ali zakaj so startup pospeševalnik",,,09_Sheet7
2011,17. 1. 2011,MoMoSlo SO3EO3 Gaming & Gantification 2,,,09_Sheet7
2011,18. 5. 2011,#175: Drupal 7 v praksi SU,,,09_Sheet7
2011,13. 10. 2011,VIP 2011/12 - 01 (ADIZES) 60 MIN 1/1,,,09_Sheet7
2011,5.10.2011,SU #181: UPRAVLJANJE Z DOBRIM IMENOM 1/1,,Patricia Cucin,09_Sheet7
2011,23. 02. 2011,SU #166 Spletne Urice Twitter bot platforma,,,09_Sheet7
2011,6.1.2011,CE OPTIČNI PICKUP ZA BAS KITARO 1/1,,"Miha Leskovec, Urban Iredič",09_Sheet7
2011,19. 1. 2011,SU 164 Vox. 10 - naslednja generacija spletne telefonije,,,09_Sheet7
2011,2.2.2011,#164 SU Eyetracking in splete stop,,,09_Sheet7
2011,2.3.2011,#SU168 Google App Engine 1/2,,Tomaž Krivic,09_Sheet7
2011,20. 4. 2011,#173 SU Slide2.com,,,09_Sheet7
2011,21. 9. 2011,SU #179: Javascript 1/,,,09_Sheet7
2011,11.10.2011,Razvoj splet. JAVLEE 6 in Scan 3,,,09_Sheet7
2011,24. 5. 2011,POT Cafe Babe 1/3 Open Blend ekipa,,,09_Sheet7
2011,23. 11. 2011,#186: OV2T Oblikovanje vsebin za tvonsm media,,,09_Sheet7
2011,6.4.2011,"#171 SU: S policijo, menihom in kajakom okoli Koreje 8/ firefox4 release party ",,,09_Sheet7
2011,16. 3. 2011,SU #169 HipsterVision.org ali nespečnost je awsome,,,09_Sheet7
2011,29. 3. 2011,POT - kako pohitrim mojo android aplikacijo 9 1/1,,J. Virag,09_Sheet7
2011,23. 3. 2011,SU #170 Facebook odprte tehnologije poganjajo oglaševalsko mrežo Double Recall,,,09_Sheet7
2011,10.5.2011,POT Hoja po oblakih,,A. Sraka,09_Sheet7
2011,5.4.2011,POT Telesni skenerji 10 1/1,,Edvard Šilc,09_Sheet7
2011,3.5.2011,"Detekcija Rgv6 pri pospeševalnikih delcev, 2. del PO5 12A-2",,,09_Sheet7
2011,3.5.2011,1. del,,,09_Sheet7
2011,24. 5. 2011,POT Cafe Babe 2/3 Open Blend ekipa,,,09_Sheet7
2011,12.10.2011,SU #182: Perl & asihrono kodiranje spletnih aplikacij,,,09_Sheet7
2011,18. 1. 2011,POT Wikidesetka 2,,,09_Sheet7
2011,28.3.2011,Momo S3E06,,,14_OOoCON 2007
2011,11.1.2011,Pot,,Miha Feliš,14_OOoCON 2007
2011,15.6.2011,Zaključek 5. sezone ali 177 1/3,,,14_OOoCON 2007
2011,28.2.2011,Nokia+Microsoft,,,14_OOoCON 2007
2011,8.3.2011,Pot Učenje in vzdrevanje v dobi web 2.0,,Lena Hofman,14_OOoCON 2007
2011,31.1.2011,USa vs Asia S03E04,,,14_OOoCON 2007
2011,31.1.2011,USa vs Asia S03E04,,,14_OOoCON 2007
2011,13.9.2011,Django meet,,David klasinc,14_OOoCON 2007
2011,4.6.2011,Mitja:Android natečaj agtermath;Jernej:Hitre aplikacije in GC,,,14_OOoCON 2007
2011,4.3.2011,Jan: Android deus+real world;Alja; Andorid dirls; Danilo: Kakor nove,,,14_OOoCON 2007
2004,28.2.2005/2004,"Blender delavnica, Matija Abram, 0-1h, 1/2",,Matija Abram,12_Spletne urice
2009,,"VIP#2 2/2, ~40 min",,,01_VIP
2010,,2/2 VIP#5 kamera 2,,,01_VIP
2010,,1/2 VIP#5 kamera 2,,,01_VIP
2010,,VIP#3 KAM1 KAS3  (samo 2 min),,,01_VIP
2010,,VIP#6 kam1 del2,,,01_VIP
,,,,,03_DNR
,,,,,03_DNR
,,,,,03_DNR
,,,,,03_DNR
,,,,,03_DNR
,,,,,03_DNR
,,,,,03_DNR
,,Zabolitsky (IJS),,,04_Dokumentacija-projektor
,,Najbrž tiskovka v metropolu / knjigarni,,,04_Dokumentacija-projektor
,,PCB_delavnica no. 1,,,04_Dokumentacija-projektor
,,PCB_delavnica no. 2,,,04_Dokumentacija-projektor
,,delavnica PPUA,,,04_Dokumentacija-projektor
,,Delavnica FPGA,,,04_Dokumentacija-projektor
,18.12,"BIO KIBERNETIKA, Robotski pristopi v nevrorehabilitaciji, Tadej Badd",,Tadej Badd,06_Kognitivna
,,"Jež o razpisik 1/1, Edina",,,06_Kognitivna
2007,,KENTARO - effect TV,,,08_SU 2007-08
2007,,cikel UI: Analiza šahovskih prvakov X OP: še en zvok FOO?,,Matej Guid,08_SU 2007-08
,,DOUBLE RECALL PRI,,,09_Sheet7
,,Odprtokodno e-izobraževanje 1/1,,,09_Sheet7
2007,,STUD. ARENA 07 PREDSTAVITEV KP 1/2,,,09_Sheet7
2007,,VIP Prodaja visoke tehnologije na globalnem trgu 2/2,,Rok Uršič,09_Sheet7
2007,,VIP Prodaja visoke tehnologije na globalnem trgu  HANDY 2/2 KASETKA JE PRAZNA,,Rok Uršič,09_Sheet7
2007,,VIP Prodaja visoke tehnologije na globalnih trgih 1/2,,Rok Uršič,09_Sheet7
2007,,VIP Prodaja visoke tehnologije na globalnem trgu HANDYCAM 1/2,,Rok Uršič,09_Sheet7
,,PRAZNA,,,09_Sheet7
,,IZIJEVA DELAVNICA SPAJKANJ,,,09_Sheet7
2005,,"Maja Bogataj Creative Commons, #3, 00-23 min",,Maja Bogataj,12_Spletne urice
2005,,"Maja Bogataj Creative Commons, #1, 00:00-60:00",,Maja Bogataj,12_Spletne urice
,,"Razno, Otvoritev Cassiopie¸",,,13_Predstavitev pipe
2008,,"Izven, Kapelica, Peter William Holden",,Peter William Holden,13_Predstavitev pipe
2006,,"haip 06, Times up",,,13_Predstavitev pipe
2006,,"Haip 06, Salsaman x Kentaro Fukuchi, Effectlives performanse",,Kentaro Fukuchi,13_Predstavitev pipe
2006,,Haip 2,,,13_Predstavitev pipe
2006,,Haip 3,,,13_Predstavitev pipe
2006,,Haip 5,,,13_Predstavitev pipe
2006,,Haip 1,,,13_Predstavitev pipe
2006,,Haip 4,,,13_Predstavitev pipe
2006,,Haip 6,,,13_Predstavitev pipe
,,Cassiopia Fake Live Stream 1,,,13_Predstavitev pipe
,,DWi Bot - Kiberpipa,,,13_Predstavitev pipe
2005,,"Hevreka / Okrogla miza o programskih patentih, 2. kaseta",,,13_Predstavitev pipe
2005,,"Hevreka / Okrogla miza o programskih patentih, 1. kaseta",,,13_Predstavitev pipe
2008,07.08.2008,"HAIP 08: Najglobji združevalec korporacijska himna, cela 1/1",,Johannes Grenzfurthner,The KASETKE
2008,03.11.2008,"HAIP 08: Galerija Vžigalica - otvoritev, various artists, KAS 1/1, ~12 min",,,The KASETKE
2008,31.11.2008,"HAIP 08: Otvoritev v Kiberpipi; Gentlle Junk, Cassiopia, neka ?? vezina Goto 80, 1/1, 8:30",,,The KASETKE
2008,02.11.2008,"HAIP 08: Pre-hajp buzz; CD, Vžigalica, ~11 min",,,The KASETKE
2008,04.11.2008,"HAIP: Community radio as an open source expression, 50 min",,Michael Schweiger,The KASETKE
2008,04.11.2008,"HAIP: Eleonora Oreggia aka Xname Virtualna entiteta, cela",,,The KASETKE
2008,04.11.2008,"HAIP 08: Predstavitev raziskav Glitch - arta, cela 1/1",,Rosa Menkman,The KASETKE
2008,05.11.2008,HAIP 08: Predavanje o umetničenem delu 1/1,,Sheena Macrae,The KASETKE
2008,05.11.2008,"HAIP 08: A small contribution to the Genesis of everyday life, 30 min",,Nika Autor & Mina Ciglar,The KASETKE
2008,05.11.2008,HAIP 08: Daniel Twing -Xinf 1/1,,,The KASETKE
2008,06.11.2008,"HAIP 08: Predstavitev pashevih izbranih del, 1/1, 33 min",,Martin Kottouf PASH,The KASETKE
2008,06.11.2008,"HAIP 08: Webnar - what burns never returns 1/2, cela",,Alessandro Carboni aka Ooffour / NPA officina@uroboros,The KASETKE
2008,06.11.2008,"HAIP 08: Webnar - what burns never returns 2/2, 13 min",,Alessandro Carboni aka Ooffour / NPA officina@uroboros,The KASETKE
2008,06.11.2008,"HAIP: Christine Sugrue & Damien Stwart, A cable Plays, 20 min",,HAIP: christinee sugrue & Damien St??,The KASETKE
2008,07.11.2008,iz GOTO80 jevega bloga o chip-glasbi,,Anders Carlsson,The KASETKE
2008,08.11.2008,"HAIP 08, Monochrom post- mortem, Kvatli clip končan inštalacije X ur po dogodku), 1/1, 2 min",,??,The KASETKE
2008,10.11.2008,"Ljubljana open wireless network, 53 min",,HAIP: Andraž Sraka,The KASETKE
2008,10.11.2008,HAIP 08: Paula Ečimović: Hacked varietis of the ponq computer vidk$o gnome experiance 20 min,,,The KASETKE
2008,10.11.2008,HAIP 08 What a tracerout 1/1,,,The KASETKE
2000,17.10.2000,Monochrom@HAIP: Coctail robots <30min,,,The KASETKE
2008,7.11.2008,"HAIP 08, The realisation and suppression twixtville, a temporary parallel City on na imaginary map, Time's up, 1/1, 45 min",,,The KASETKE
