vrsta,proizvajalec,program,zgodovina,leto,stanje,OS,medij,polica,popisovalec
Računalniška igra,Taito,The Legend of Kage,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,LJN,Back to the Future,zootfly,1989,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Konami,Monster in my Pocket,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Irem Corp.,10-yard fight,zootfly,1983,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Final Fantasy,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,SNK,P.O.W. Prisoners of War,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Mindscape Inc.,Infiltrator,zootfly,1989,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Pro Wrestling,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Parker Brothers,Heavy Shreddin',zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,LJN,The Punisher,zootfly,1990,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Mindscape Inc.,Dirty Harry,zootfly,1990,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Mindscape Inc.,RoadBlasters,zootfly,1989,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Hudson Soft,Adventure Island II,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Tengen,Pac-Man,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,American Technos Inc.,River City Ransom,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Mario Paint,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Titus,The Blues Brothers,zootfly,,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Capcom,Super Ghouls 'n Ghosts,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Interplay,Out of this World,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Konami,Gradius III,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,StarFox,zootfly,,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Super Scope 6,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,JVC,Indiana Jones! Greatest Adventures,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Enix,Soul Blazer,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,T&E Soft,Waialae Country Club,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Parker Brothers,Clue,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Hi Tech Expressions,We're Back! A Dinosaur's Story,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Donkey Kong Country,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Yoshi's Safari,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Donkey Kong Country 2,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,T HQ Software,The Ren & Stimpy Show Veediots!,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Taito,Kiwi Kraze,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Mindscape Inc.,Days of Thunder,zootfly,1990,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Konami,Gradius,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Taito,Elevator Action,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Taito,Indiana Jones and the Last Crusade,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Acclaim,Othello,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,SNK,Guerrilla War,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Bunch Games,Tagin' Dragon,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Vegas Stakes,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Killer Instinct,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,LJN,Maximum Carnage,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Williams,Doom,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Acclaim,Scooby-Doo Mystery,zootfly,1995,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Pilotwings,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Capcom,The Magical Quest starring Mickey Mouse,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Super Mario All Stars,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Virgin,The Lion King,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,T HQ Software,Pit-Fighter,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Tecmo,Super NBA Basketball,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Tradewest,Double Dragon The Shadow Falls,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Sony,Last Action Hero,zootfly,,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Bunch Games,Castle Deceit,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,The Software Toolworks,Mario's Time Machine,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Super Mario RPG Legend of the Seven Stars,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Tradewest,Battletoads/Double Dragon,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Enix,Dragon Warrior III,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Acclaim,Arch Rivals,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Acclaim,Knight Rider,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Hi Tech Expressions,Sesame Street: Countdown,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Kemco Seika,Rescue: The Embassy Mission,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Electronic Arts,Immortal,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Romstar,Championship Bowling,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Bandai,Dr. Jekyll and Mr. Hyde,zootfly,1988,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Sofel,Casino Kid,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Sun Soft,Journey to Silius,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Hot B,Shingen the Ruler,zootfly,1990,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Capcom,Trojan,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Mindscape Inc.,Gauntlet II,zootfly,1990,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Super Team Games,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Data East,BurgerTime,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Activision,Predator,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Konami,Top Gun,zootfly,1987,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Konami,The Goonies II,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Rare,Slalom,zootfly,1986,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Sofel,Klash Ball,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Culture Brain,Baseball Simulator 1.000,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Tecmo,NBA Basketball,zootfly,1992,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,FCI,Phantom Fighter,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Camerica,Micro Machines,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,The Legend of Zelda,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,The Adventure of Link,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Camerica,Mig 29 Soviet Fighter,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Camerica,Bignose the Caveman,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Viacom,MTV's Beavis and Butt-head,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Virgin,Robocop versus the Terminator,zootfly,1993,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Metal Combat,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Super Metroid,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Capcom,Street Fighter II Turbo,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Capcom,Mega Man X,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Absolute Entertainment,Race America,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Ultra Games,Mission: Impossible,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Mindscape Inc.,Mad Max,zootfly,1990,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Taito,Wrath of the Black Manta,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Mattel,Super Glove Ball,zootfly,1990,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Mindscape Inc.,720°,zootfly,1989,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Hudson Soft,Faxanadu,zootfly,1988,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,"American Game Cartridges, Inc.",ShockWave,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Konami,Contra,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Data East,Werewolf: The Last Warrior,zootfly,1990,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Tradewest,John Elway's Quarterback,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Super Mario Bros. + Duck Hunt,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Mike Tyson's Punch-out!!,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Ultra Games,Skate or Die,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Electronic Arts,Skate or Die 2,zootfly,1990,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Hal,Joust,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Ultra Games,Q*bert,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Bandai,Shooting Range,zootfly,1989,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Taito,Qix,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Data East,Dash Galaxy in the Alien Asylum,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Bandai,Monster Party,zootfly,1989,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Tecmo,Ninja Gaiden,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Capcom,Chip 'n Dale Rescue Rangers,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Metroid,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Taito,Target: Renegade,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Konami,Jack Nicklaus' Greatest 18 holes of major championship golf,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Activision,Ghostbusters,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Rare,Cobra Triangle,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Tetris 2,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Hi Tech Expressions,Barbie,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Irem Corp.,Super R-Type,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Capcom,Street Fighter II,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,JVC,Super Return of the Jedi,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Gametek,Nigel Mansell's World Championship Racing,zootfly,1993,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Konami,Batman Returns,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Acclaim,NBA Jam,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Capcom,Street Fighter 2010,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Kemco Seika,North and South,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Hal,Millipede,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Yoshi's Cookie,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,MiltonBradley,Time Lord,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Golf,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Urban Champion,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Vic Tokai,Golgo 13,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Kemco,Top Gear,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Capcom,Saturday Night Slam Masters,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Sun Soft,Road Runner's Death Valley Rally,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Electronic Arts,Madden 95,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,F-Zero,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Konami,Super Castlevania IV,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Super Star Wars,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Absolute Entertainment,Super Battletank: War in the Gulf,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Konami,Biker Mice from Mars,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Electronic Arts,John Madden Football,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Spectrum HoloByte,Star Trek: The Next Generation,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Mindscape Inc.,The Terminator,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Electronic Arts,Madden 96,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Super Punch-Out!!,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Capcom,U.N. Squadron,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Acclaim,Porky Pig's Haunted Holiday,zootfly,1995,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,JVC,Super Empire Strikes Back,zootfly,,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Electronic Arts,NBA Live 96,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Williams,Mortal Kombat 3,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Yoshi's Island,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Konami,Contra III,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,LJN,NFL Quarterback Club,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Camerica,Bee 52,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Color Dreams,Master Chu and the Drunkard Hu,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Stack-up,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Acclaim,Tiger-Heli,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Tetris,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,JVC,Star Wars,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,FCI,Ultima Exodus,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Acclaim,George Foreman's KO Boxing,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Natsume,Spanky's Quest,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Ocean,Jurassic Park,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,LJN,Friday the 13th,zootfly,1988,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Tecmo,Ninja Gaiden II,zootfly,1990,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Super Mario Bros.,zootfly,1985,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Electronic Arts,Bill Walsh College Football,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,KOEI,Romance of the Three Kingdoms II,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Kemco,X Zone,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Jaleco,Ryne Sandberg plays Super Bases Loaded,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Acclaim,Mortal Kombat,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Super Mario Kart,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,U.S. Gold,Winter Olympic Games,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Kaneko,Chester Cheetah: Too Cool to Fool,zootfly,1991,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Renovation Products,Doomsday Warrior,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Konami,Zombies Ate My Neighbors,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Electronic Arts,Madden 94,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Playmates,Earthworm Jim,zootfly,1994,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Kemco,Top Gear 3000,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Sun Soft,Looney Tunes B-Ball,zootfly,,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Acclaim,WrestleMania: The Arcade Game,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Super Mario World,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Data East,ABC Monday Night Football,zootfly,,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Camerica,The Ultimate Stuntman,zootfly,,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,LJN,Super WrestleMania,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Donkey Kong Country 3,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,DTMC,Lester the Unlikely,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Bandai,Mighty Morphin Power Rangers,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,The Legend of Zelda: A Link to the Past,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Konami,Lethal Enforcers ,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Gametek,Hollywood Squares,zootfly,1988,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,Battle Clash,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Acclaim,Krusty's Super Fun House,zootfly,1992,,snes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Gametek,Wheel of Fortune,zootfly,1987,,nes,ROM cart,"D1, skatla 1",marko
Računalniška igra,Nintendo,The Legend of Zelda: Four Swords Adventures,zootfly,2004,,gamecube,GameCube Game Disc,"D1, skatla 1",marko
Računalniška igra,Namco,Smashing Drive,zootfly,2002,,gamecube,GameCube Game Disc,"D1, skatla 1",marko
Računalniška igra,Lucas Arts,Star Wars the Clone Wars,zootfly,2002,,gamecube,GameCube Game Disc,"D1, skatla 1",marko
Računalniška igra,Lucas Arts,Star Wars Rebel Strinke Rogue Squadron III,zootfly,2003,,gamecube,GameCube Game Disc,"D1, skatla 1",marko
Računalniška igra,Lucas Arts,Star Wars Bounty Hunter,zootfly,2002,,gamecube,GameCube Game Disc,"D1, skatla 1",marko
Računalniška igra,Lucas Arts,Star Wars Rogue Leader Rogue Squadron II,zootfly,2001,,gamecube,GameCube Game Disc,"D1, skatla 1",marko
Računalniška igra,Nintendo,Super Mario Sunshine,zootfly,2002,,gamecube,GameCube Game Disc,"D1, skatla 1",marko
Računalniška igra,Acclaim,Turok: Evolution,zootfly,2002,,gamecube,GameCube Game Disc,"D1, skatla 1",marko
Računalniška igra,Nintendo,Nintendo GameCube preview DVD playable on DVD player or PC with DVD drive,zootfly,2002,,pc,DVD,"D1, skatla 1",marko
Računalniška igra,Titus,Top Gun Combat Zones,zootfly,2002,,gamecube,GameCube Game Disc,"D1, skatla 1",marko
