vrsta,proizvajalec,program,zgodovina,leto,stanje,OS,medij,polica,popisovalec
Računalniška igra,Sony,Gran Turismo,zootfly,1998,,ps,CD,"D1, skatla 5",marko
Računalniška igra,Konami,Castlevania Symphony of the Night,zootfly,1998,,ps,CD,"D1, skatla 5",marko
Računalniška igra,Ubisoft,Gunfighter: The Legend of Jesse James,zootfly,1996,,ps,CD,"D1, skatla 5",marko
Računalniška igra,LucasArts,Star Wars Episode I: The Phantom Menace,zootfly,,,ps,CD,"D1, skatla 5",marko
Računalniška igra,Sony,Project: Horned Owl,zootfly,1996,,ps,CD,"D1, skatla 5",marko
Računalniška igra,LucasArts,Star Wars: Masters of Teras Kasi,zootfly,1997,,ps,CD,"D1, skatla 5",marko
Računalniška igra,Electronic Arts,Sled Storm,zootfly,1999,,ps,CD,"D1, skatla 5",marko
Računalniška igra,DreamCatcher,Dracula - The Last Sanctuary,zootfly,2002,,ps,CD,"D1, skatla 5",marko
Računalniška igra,Sony,Gran Turismo 2,zootfly,1999,,ps,CD,"D1, skatla 5",marko
Računalniška igra,Crave Entertainment,SNO-CROSS Championship Racing,zootfly,2000,,ps,CD,"D1, skatla 5",marko
Računalniška igra,LucasArts,Star Wars Episode I: Jedi Power Battles,zootfly,2001,,ps,CD,"D1, skatla 5",marko
Računalniška igra,Codemasters,Mike Tyson Boxing,zootfly,2000,,ps,CD,"D1, skatla 5",marko
Računalniška igra,Acclaim,South Park,zootfly,1999,,ps,CD,"D1, skatla 5",marko
Računalniška igra,Capcom,Resident Evil 2,zootfly,1998,,ps,CD,"D1, skatla 5",marko
Računalniška igra,Capcom,Resident Evil 3: Nemesis,zootfly,1999,,ps,CD,"D1, skatla 5",marko
